filename,content
Base_64_Encoding.md,"Base 64 Encoding
=========================================================
Base64 is a method to convert binary data into ASCII text. It’s essential when you need to transmit binary data through text-only channels or embed binary content in text formats.
Watch this quick explanation of how Base64 works (3 min):
[](https://youtu.be/8qkxeZmKmOY)
Here’s how it works:
 It takes 3 bytes (24 bits) and converts them into 4 ASCII characters
 … using 64 characters: A-Z, a-z, 0-9, + and / (padding with = to make the length a multiple of 4)
 There’s a URL-safe variant of Base64 that replaces + and / with - and \ to avoid issues in URLs
 Base64 adds ~33% overhead (since every 3 bytes becomes 4 characters)
Common Python operations with Base64:
import base64
Basic encoding/decoding
text = ""Hello, World!""
Convert text to base64
encoded = base64.b64encode(text.encode()).decode()  SGVsbG8sIFdvcmxkIQ==
Convert base64 back to text
decoded = base64.b64decode(encoded).decode()        Hello, World!
Convert to URL-safe base64
urlsafe = base64.urlsafeb64encode(text.encode()).decode()  SGVsbG8sIFdvcmxkIQ==
Working with binary files (e.g., images)
with open('image.png', 'rb') as f:
    binarydata = f.read()
    imageb64 = base64.b64encode(binarydata).decode()
Data URI example (embed images in HTML/CSS)
datauri = f""data:image/png;base64,{imageb64}""Copy to clipboardErrorCopied
Data URIs allow embedding binary data directly in HTML/CSS. This reduces the number of HTTP requests and also works offline. But it increases the file size.
For example, here’s an SVG image embedded as a data URI:
<img
  src=""data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHZpZXdCb3g9IjAgMCAzMiAzMiI+PGNpcmNsZSBjeD0iMTYiIGN5PSIxNiIgcj0iMTUiIGZpbGw9IiMyNTYzZWIiLz48cGF0aCBmaWxsPSIjZmZmIiBkPSJtMTYgNyAyIDcgNyAyLTcgMi0yIDctMi03LTctMiA3LTJaIi8+PC9zdmc+""
/>Copy to clipboardErrorCopied
Base64 is used in many places:
 JSON: Encoding binary data in JSON payloads
 Email: MIME attachments encoding
 Auth: HTTP Basic Authentication headers
 JWT: Encoding tokens in web authentication
 SSL/TLS: PEM certificate format
 SAML: Encoding assertions in SSO
 Git: Encoding binary files in patches
Tools for working with Base64:
 Base64 Decoder/Encoder for online encoding/decoding
 data: URI Generator converts files to Data URIs
Previous
LLM Text Extraction
Next
Vision Models"
LLM_Evals.md,"LLM Evaluations with PromptFoo
-------------------------------------------------------------------------------
Test-drive your prompts and models with automated, reliable evaluations.
[](https://youtu.be/KhINc5XwhKs)
PromptFoo is a test-driven development framework for LLMs:
 Developer-first: Fast CLI with live reload & caching (promptfoo.dev)
 Multi-provider: Works with OpenAI, Anthropic, HuggingFace, Ollama & more (GitHub)
 Assertions: Built‑in (contains, equals) & model‑graded (llm-rubric) (docs)
 CI/CD: Integrate evals into pipelines for regression safety (CI/CD guide)
To run PromptFoo:
1. Install Node.js & npm (nodejs.org)
2. Set up your OPENAIAPIKEY environment variable
3. Configure promptfooconfig.yaml. Below is an example:
prompts:
  - |
    Summarize this text: ""{{text}}""
  - |
    Please write a concise summary of: ""{{text}}""
providers:
  - openai:gpt-3.5-turbo
  - openai:gpt-4
tests:
  - name: summarytest
    vars:
      text: ""PromptFoo is an open-source CLI and library for evaluating and testing LLMs with assertions, caching, and matrices.""
    assertions:
      - contains-all:
          values:
            - ""open-source""
            - ""LLMs""
      - llm-rubric:
          instruction: |
            Score the summary from 1 to 5 for:
            - relevance: captures the main info?
            - clarity: wording is clear and concise?
          schema:
            type: object
            properties:
              relevance:
                type: number
                minimum: 1
                maximum: 5
              clarity:
                type: number
                minimum: 1
                maximum: 5
            required: [relevance, clarity]
            additionalProperties: false
commandLineOptions:
  cache: trueCopy to clipboardErrorCopied
Now, you can run the evaluations and see the results.
Execute all tests
npx -y promptfoo eval -c promptfooconfig.yaml
List past evaluations
npx -y promptfoo list evals
Launch interactive results viewer on port 8080
npx -y promptfoo view -p 8080Copy to clipboardErrorCopied
PromptFoo caches API responses by default (TTL 14 days). You can disable it with --no-cache or clear it.
Disable cache for this run
echo y | promptfoo eval --no-cache -c promptfooconfig.yaml
Clear all cache
echo y | promptfoo cache clearCopy to clipboardErrorCopied
Previous
LLM Speech
Next
Project 1"
Geospatial_Analysis_with_QGIS.md,"Geospatial Analysis with QGIS
-------------------------------------------------------------------------------------------------
[](https://youtu.be/tJhehs0o-ik)
You’ll learn how to use QGIS for geographic data processing, covering:
 Shapefiles and KML Files: Create and manage shapefiles and KML files for storing and analyzing geographic information.
 Downloading QGIS: Install QGIS on different operating systems and familiarize yourself with its interface.
 Geospatial Data: Access and utilize shapefiles from sources like Diva-GIS and integrate them into QGIS projects.
 Creating Custom Shapefiles: Learn how to create custom shapefiles when existing ones are unavailable, including creating a shapefile for South Sudan.
 Editing and Visualization: Use QGIS tools to edit shapefiles, add attributes, and visualize geographic data with various styling and labeling options.
 Exporting Data: Export shapefiles or KML files for use in other applications, such as Google Earth.
Here are links used in the video:
 QGIS Project
 Shapefile Data
Previous
Geospatial Analysis with Python
Next
Network Analysis in Python"
Topic_modeling.md,"Topic Modeling
----------------------------------------------------
[](https://youtu.be/eQUNhq91DlI)
You’ll learn to use text embeddings to find text similarity and use that to create topics automatically from text, covering:
 Embeddings: How large language models convert text into numerical representations.
 Similarity Measurement: Understanding how similar embeddings indicate similar meanings.
 Embedding Visualization: Using tools like Tensorflow Projector to visualize embedding spaces.
 Embedding Applications: Using embeddings for tasks like classification and clustering.
 OpenAI Embeddings: Using OpenAI’s API to generate embeddings for text.
 Model Comparison: Exploring different embedding models and their strengths and weaknesses.
 Cosine Similarity: Calculating cosine similarity between embeddings for more reliable similarity measures.
 Embedding Cost: Understanding the cost of generating embeddings using OpenAI’s API.
 Embedding Range: Understanding the range of values in embeddings and their significance.
Here are the links used in the video:
 Jupyter Notebook
 Tensorflow projector
 Embeddings guide
 Embeddings reference
 Clustering on scikit-learn
 Massive text embedding leaderboard (MTEB)
 gte-large-en-v1.5 embedding model
 Embeddings similarity threshold
Previous
Multimodal Embeddings
Next
Vector databases"
Data_Analysis_with_SQL.md,"Data Analysis with SQL
----------------------------------------------------------------------------
[](https://youtu.be/Xn3QkYrThbI)
You’ll learn how to perform data analysis using SQL (via Python), covering:
 Database Connection: How to connect to a MySQL database using SQLAlchemy and Pandas.
 SQL Queries: Execute SQL queries directly from a Python environment to retrieve and analyze data.
 Counting Rows: Use SQL to count the number of rows in a table.
 User Activity Analysis: Query and identify top users by post count.
 Post Concentration: Determine if a small percentage of users contribute the majority of posts using SQL aggregation.
 Correlation Calculation: Calculate the Pearson correlation coefficient between user attributes such as age and reputation.
 Regression Analysis: Compute the regression slope to understand the relationship between views and reputation.
 Handling Large Data: Perform calculations on large datasets by fetching aggregated values from the database rather than entire datasets.
 Statistical Analysis in SQL: Use SQL as a tool for statistical analysis, demonstrating its power beyond simple data retrieval.
 Leveraging AI: Use ChatGPT to generate SQL queries and Python code, enhancing productivity and accuracy.
Here are the links used in the video:
 Data analysis with databases - Notebook
 SQLZoo has simple interactive tutorials to learn SQL
 Stats database that has an anonymized dump of stats.stackexchange.com
 Pandas readsql
 SQLAlchemy docs
Previous
Data Analysis with Python
Next
Data Analysis with Datasette"
Geospatial_Analysis_with_Python.md,"Geospatial Analysis with Python
-------------------------------------------------------------------------------------------------------
[](https://youtu.be/mqayAJt-yE)
You’ll learn how to perform geospatial analysis for location-based decision making, covering:
 Distance Calculation: Compute distances between various store locations and a reference point, such as the Empire State Building.
 Data Visualization: Visualize store locations on a map using Python libraries like Folium.
 Store Density Analysis: Determine the number of stores within a specified radius.
 Proximity Analysis: Identify the closest and farthest stores from a specific location.
 Decision Making: Use geospatial data to assess whether opening a new store is feasible based on existing store distribution.
Here are links used in the video:
 Jupyter Notebook
 Learn about the pandas package and video
 Learn about the numpy package and video
 Learn about the folium package and video
 Learn about the geopy package and video
Previous
Geospatial Analysis with Excel
Next
Geospatial Analysis with QGIS"
4._Data_Sourcing.md,"Data Sourcing
=================================================
Before you do any kind of data science, you obviously have to get the data to be able to analyze it, visualize it, narrate it, and deploy it.
And what we are going to cover in this module is how you get the data.
There are three ways you can get the data.
1. The first is you can download the data. Either somebody gives you the data and says download it from here, or you are asked to download it from the internet because it’s a public data source. But that’s the first way—you download the data.
2. The second way is you can query it from somewhere. It may be on a database. It may be available through an API. It may be available through a library. But these are ways in which you can selectively query parts of the data and stitch it together.
3. The third way is you have to scrape it. It’s not directly available in a convenient form that you can query or download. But it is, in fact, on a web page. It’s available on a PDF file. It’s available in a Word document. It’s available on an Excel file. It’s kind of structured, but you will have to figure out that structure and extract it from there.
In this module, we will be looking at the tools that will help you either download from a data source or query from an API or from a database or from a library. And finally, how you can scrape from different sources.
[](https://youtu.be/1LyblMkJzOo)
Here are links used in the video:
 The Movies Dataset
 IMDb Datasets
 Download the IMDb Datasets
 Explore the Internet Movie Database
 What does the world search for?
 HowStat - Cricket statistics
 Cricket Strike Rates
Previous
Project 1
Next
Scraping with Excel"
Data_Transformation_with_dbt.md,"Data Transformation with dbt
---------------------------------------------------------------------
[](https://youtu.be/5rNquRnNb4E)
You’ll learn how to transform data using dbt (data build tool), covering:
 dbt Fundamentals: Understand what dbt is and how it brings software engineering practices to data transformation
 Project Setup: Learn how to initialize a dbt project, configure your warehouse connection, and structure your models
 Models and Materialization: Create your first dbt models and understand different materialization strategies (view, table, incremental)
 Testing and Documentation: Implement data quality tests and auto-generate documentation for your data models
 Jinja Templating: Use Jinja for dynamic SQL generation, making your transformations more maintainable and reusable
 References and Dependencies: Learn how to reference other models and manage model dependencies
 Sources and Seeds: Configure source data connections and manage static reference data
 Macros and Packages: Create reusable macros and leverage community packages to extend functionality
 Incremental Models: Optimize performance by only processing new or changed data
 Deployment and Orchestration: Set up dbt Cloud or integrate with Airflow for production deployment
Here’s a minimal dbt model example, models/staging/stgcustomers.sql:
with source as (
    select  from {{ source('raw', 'customers') }}
),
renamed as (
    select
        id as customerid,
        firstname,
        lastname,
        email,
        createdat
    from source
)
select  from renamedCopy to clipboardErrorCopied
Tools and Resources:
 dbt Core - The open-source transformation tool
 dbt Cloud - Hosted platform for running dbt
 dbt Packages - Reusable modules from the community
 dbt Documentation - Comprehensive guides and references
 Jaffle Shop - Example dbt project for learning
 dbt Slack Community - Active community for support and discussions
Watch this dbt Fundamentals Course (90 min):
[](https://youtu.be/5rNquRnNb4E)
Previous
Parsing JSON
Next
Transforming Images"
Convert_HTML_to_Markdown.md,"Converting HTML to Markdown
----------------------------------------------------------------------------------------
When working with web content, converting HTML files to plain text or Markdown is a common requirement for content extraction, analysis, and preservation. For example:
 Content analysis: Extract clean text from HTML for natural language processing
 Data mining: Strip formatting to focus on the actual content
 Offline reading: Convert web pages to readable formats for e-readers or offline consumption
 Content migration: Move content between different CMS platforms
 SEO analysis: Extract headings, content structure, and text for optimization
 Archive creation: Store web content in more compact, preservation-friendly formats
 Accessibility: Convert content to formats that work better with screen readers
This tutorial covers both converting existing HTML files and combining web crawling with HTML-to-text conversion in a single workflow – all using the command line.
defuddle-cli
defuddle-cli specializes in HTML - Markdown conversion. It’s a bit slow and not very customizable but produces clean Markdown that preserves structure, links, and basic formatting. Best for content where preserving the document structure is important.
find . -name '.html' -exec npx --package defuddle-cli -y defuddle parse {} --md -o {}.md \;Copy to clipboardErrorCopied
 find . -name '.html': Finds all HTML files in the current directory and subdirectories
 -exec ... \;: Executes the following command for each file found
 npx --package defuddle-cli -y: Installs and runs defuddle-cli without prompting
 defuddle parse {} --md: Parses the HTML file (represented by {}) and converts to markdown
 -o {}.md: Outputs to a file with the original name plus .md extension
Pandoc
Pandoc is a bit slow and highly customizable, preserving almost all formatting elements, leading to verbose markdown. Best for academic or documentation conversion where precision matters.
Pandoc can convert from many other formats (such as Word, PDF, LaTeX, etc.) to Markdown and vice versa, making it one of most popular and versatele document convertors.
[](https://youtu.be/HPSK7q13-40)
find . -name '.html' -exec pandoc -f html -t markdownstrict -o {}.md {} \;Copy to clipboardErrorCopied
 find . -name '.html': Finds all HTML files in the current directory and subdirectories
 -exec ... \;: Executes the following command for each file found
 pandoc: The Swiss Army knife of document conversion
 -f html -t markdownstrict: Convert from HTML format to strict markdown
 -o {}.md {}: Output to a markdown file, with the input file as the last argument
Lynx
Lynx is fast and generates text (not Markdown) with minimal formatting. Lynx renders the HTML as it would appear in a text browser, preserving basic structure but losing complex formatting. Best for quick content extraction or when processing large numbers of files.
find . -type f -name '.html' -exec sh -c 'for f; do lynx -dump -nolist ""$f"" > ""${f%.html}.txt""; done'  {} +Copy to clipboardErrorCopied
 find . -type f -name '.html': Finds all HTML files in the current directory and subdirectories
 -exec sh -c '...'  {} +: Executes a shell command with batched files for efficiency
 for f; do ... done: Loops through each file in the batch
 lynx -dump -nolist ""$f"": Uses the lynx text browser to render HTML as plain text
  + -dump: Output the rendered page to stdout
  + -nolist: Don’t include the list of links at the end
 > ""${f%.html}.txt"": Save output to a .txt file with the same base name
w3m
w3m is very slow processing with minimal formatting. w3m tends to be more thorough in its rendering than lynx but takes considerably longer. It supports basic JavaScript processing, making it better at handling modern websites with dynamic content. Best for cases where you need slightly better rendering than lynx, particularly for complex layouts and tables, and when some JavaScript processing is beneficial.
find . -type f -name '.html' \
  -exec sh -c 'for f; do \
      w3m -dump -T text/html -cols 80 -no-graph ""$f"" > ""${f%.html}.md""; \
    done'  {} +Copy to clipboardErrorCopied
 find . -type f -name '.html': Finds all HTML files in the current directory and subdirectories
 -exec sh -c '...'  {} +: Executes a shell command with batched files for efficiency
 for f; do ... done: Loops through each file in the batch
 w3m -dump -T text/html -cols 80 -no-graph ""$f"": Uses the w3m text browser to render HTML
  + -dump: Output the rendered page to stdout
  + -T text/html: Specify input format as HTML
  + -cols 80: Set output width to 80 columns
  + -no-graph: Don’t show graphic characters for tables and frames
 > ""${f%.html}.md"": Save output to a .md file with the same base name
Comparison
| Approach | Speed | Format Quality | Preservation | Best For |
| --- | --- | --- | --- | --- |
| defuddle-cli | Slow | High | Good structure and links | Content migration, publishing |
| pandoc | Slow | Very High | Almost everything | Academic papers, documentation |
| lynx | Fast | Low | Basic structure only | Quick extraction, large batches |
| w3m | Very Slow | Medium-Low | Basic structure with better tables | Improved readability over lynx |
Optimize Batch Processing
1. Process in parallel: Use GNU Parallel for multi-core processing:
   
   find . -name "".html"" | parallel ""pandoc -f html -t markdownstrict -o {}.md {}""Copy to clipboardErrorCopied
   
2. Filter files before processing:
   
   find . -name "".html"" -type f -size -1M -exec pandoc -f html -t markdown {} -o {}.md \;Copy to clipboardErrorCopied
   
3. Customize output format with additional parameters:
   
   For pandoc, preserve line breaks but simplify other formatting
   find . -name "".html"" -exec pandoc -f html -t markdown --wrap=preserve --atx-headers {} -o {}.md \;Copy to clipboardErrorCopied
   
4. Handle errors gracefully:
   
   find . -name "".html"" -exec sh -c 'for f; do pandoc -f html -t markdown ""$f"" -o ""${f%.html}.md"" 2>/dev/null || echo ""Failed: $f"" >> conversionerrors.log; done'  {} +Copy to clipboardErrorCopied
   
Choosing the Right Tool
 Need speed with minimal formatting? Use the lynx approach
 Need precise, complete conversion? Use pandoc
 Need a balance of structure and cleanliness? Try defuddle-cli
 Working with complex tables? w3m might render them better
Remember that the best approach depends on your specific use case, volume of files, and how you intend to use the converted text.
Combined Crawling and Conversion
Sometimes you need to both crawl a website and convert its content to markdown or text in a single workflow, like Crawl4AI or markdown-crawler.
1. For research/data collection: Use a specialized crawler (like Crawl4AI) with post-processing conversion
2. For simple website archiving: Markdown-crawler provides a convenient all-in-one solution
3. For high-quality conversion: Use wget/wget2 for crawling followed by pandoc for conversion
4. For maximum speed: Combine wget with lynx in a pipeline
Crawl4AI
Crawl4AI is designed for single-page extraction with high-quality content processing. Crawl4AI is optimized for AI training data extraction, focusing on clean, structured content rather than complete site preservation. It excels at removing boilerplate content and preserving the main article text.
uv venv
source .venv/bin/activate.fish
uv pip install crawl4ai
crawl4ai-setupCopy to clipboardErrorCopied
 uv venv: Creates a Python virtual environment using uv (a faster alternative to virtualenv)
 source .venv/bin/activate.fish: Activates the virtual environment (fish shell syntax)
 uv pip install crawl4ai: Installs the crawl4ai package
 crawl4ai-setup: Initializes crawl4ai’s required dependencies
markdown-crawler
markdown-crawler combines web crawling with markdown conversion in one tool. It’s efficient for bulk processing but tends to produce lower-quality markdown conversion compared to specialized converters like pandoc or defuddle. Best for projects where quantity and integration are more important than perfect formatting.
uv venv
source .venv/bin/activate.fish
uv pip install markdown-crawler
markdown-crawler -t 5 -d 3 -b ./markdown https://study.iitm.ac.in/ds/Copy to clipboardErrorCopied
 uv venv and activation: Same as above
 uv pip install markdown-crawler: Installs the markdown-crawler package
 markdown-crawler: Runs the crawler with these options:
  + -t 5: Sets 5 threads for parallel crawling
  + -d 3: Limits crawl depth to 3 levels
  + -b ./markdown: Sets the base output directory
  + Final argument is the starting URL
Previous
Convert PDFs to Markdown
Next
LLM Website Scraping"
Embeddings.md,"Embeddings: OpenAI and Local Models
-----------------------------------------------------------------------------------------
Embedding models convert text into a list of numbers. These are like a map of text in numerical form. Each number represents a feature, and similar texts will have numbers close to each other. So, if the numbers are similar, the text they represent mean something similar.
This is useful because text similarity is important in many common problems:
1. Search. Find similar documents to a query.
2. Classification. Classify text into categories.
3. Clustering. Group similar items into clusters.
4. Anomaly Detection. Find an unusual piece of text.
You can run embedding models locally or using an API. Local models are better for privacy and cost. APIs are better for scale and quality.
| Feature | Local Models | API |
| --- | --- | --- |
| Privacy | High | Dependent on provider |
| Cost | High setup, low after that | Pay-as-you-go |
| Scale | Limited by local resources | Easily scales with demand |
| Quality | Varies by model | Typically high |
The Massive Text Embedding Benchmark (MTEB) provides comprehensive comparisons of embedding models. These models are compared on several parameters, but here are some key ones to look at:
1. Rank. Higher ranked models have higher quality.
2. Memory Usage. Lower is better (for similar ranks). It costs less and is faster to run.
3. Embedding Dimensions. Lower is better. This is the number of numbers in the array. Smaller dimensions are cheaper to store.
4. Max Tokens. Higher is better. This is the number of input tokens (words) the model can take in a single input.
5. Look for higher scores in the columns for Classification, Clustering, Summarization, etc. based on your needs.
Local Embeddings
[](https://youtu.be/OATCgQtNX2o)
Here’s a minimal example using a local embedding model:
/// script
requires-python = ""==3.12""
dependencies = [
""sentence-transformers"",
""httpx"",
""numpy"",
]
///
from sentencetransformers import SentenceTransformer
import numpy as np
model = SentenceTransformer('BAAI/bge-base-en-v1.5')  A small, high quality model
async def embed(text: str) -> list[float]:
    """"""Get embedding vector for text using local model.""""""
    return model.encode(text).tolist()
async def getsimilarity(text1: str, text2: str) -> float:
    """"""Calculate cosine similarity between two texts.""""""
    emb1 = np.array(await embed(text1))
    emb2 = np.array(await embed(text2))
    return float(np.dot(emb1, emb2) / (np.linalg.norm(emb1)  np.linalg.norm(emb2)))
async def main():
    print(await getsimilarity(""Apple"", ""Orange""))
    print(await getsimilarity(""Apple"", ""Lightning""))
if name == ""main"":
    import asyncio
    asyncio.run(main())Copy to clipboardErrorCopied
Note the getsimilarity function. It uses a Cosine Similarity to calculate the similarity between two embeddings.
OpenAI Embeddings
For comparison, here’s how to use OpenAI’s API with direct HTTP calls. Replace the embed function in the earlier script:
import os
import httpx
async def embed(text: str) -> list[float]:
    """"""Get embedding vector for text using OpenAI's API.""""""
    async with httpx.AsyncClient() as client:
        response = await client.post(
            ""https://api.openai.com/v1/embeddings"",
            headers={""Authorization"": f""Bearer {os.environ['OPENAIAPIKEY']}""},
            json={""model"": ""text-embedding-3-small"", ""input"": text}
        )
        return response.json()[""data""][0][""embedding""]Copy to clipboardErrorCopied
NOTE: You need to set the OPENAIAPIKEY environment variable for this to work.
Previous
Vision Models
Next
Multimodal Embeddings"
3._Large_Language_Models.md,"Large Language Models
=========================================================================
This module covers the practical usage of large language models (LLMs).
LLMs incur a cost. For the May 2025 batch, use aipipe.org as a proxy.
Emails with @ds.study.iitm.ac.in get a $1 per calendar month allowance. (Don’t exceed that.)
Read the AI Pipe documentation to learn how to use it. But in short:
1. Replace OPENAIBASEURL, i.e. https://api.openai.com/v1 with https://aipipe.org/openrouter/v1... or https://aipipe.org/openai/v1...
2. Replace OPENAIAPIKEY with the AIPIPETOKEN
3. Replace model names, e.g. gpt-4.1-nano, with openai/gpt-4.1-nano
For example, let’s use Gemini 2.0 Flash Lite via OpenRouter for chat completions and Text Embedding 3 Small via OpenAI for embeddings:
curl https://aipipe.org/openrouter/v1/chat/completions \
  -H ""Content-Type: application/json"" \
  -H ""Authorization: Bearer $AIPIPETOKEN"" \
  -d '{
    ""model"": ""google/gemini-2.0-flash-lite-001"",
    ""messages"": [{ ""role"": ""user"", ""content"": ""What is 2 + 2?""} }]
  }'
curl https://aipipe.org/openai/v1/embeddings \
  -H ""Content-Type: application/json"" \
  -H ""Authorization: Bearer $AIPIPETOKEN"" \
  -d '{ ""model"": ""text-embedding-3-small"", ""input"": ""What is 2 + 2?"" }'Copy to clipboardErrorCopied
Or using llm:
llm keys set openai --value $AIPIPETOKEN
export OPENAIBASEURL=https://aipipe.org/openrouter/v1
llm 'What is 2 + 2?' -m openrouter/google/gemini-2.0-flash-lite-001
export OPENAIBASEURL=https://aipipe.org/openai/v1
llm embed -c 'What is 2 + 2' -m 3-smallCopy to clipboardErrorCopied
For a 50% discount (but slower speed), use Flex processing by adding servicetier: ""flex"" to your JSON request.
AI Proxy - Jan 2025
-------------------------------------------------------------------
For the Jan 2025 batch, we had created API keys for everyone with an iitm.ac.in email to use gpt-4o-mini and text-embedding-3-small. Your usage is limited to $1 per calendar month for this course. Don’t exceed that.
Use AI Proxy instead of OpenAI. Specifically:
1. Replace your API to https://api.openai.com/... with https://aiproxy.sanand.workers.dev/openai/...
2. Replace the OPENAIAPIKEY with the AIPROXYTOKEN that someone will give you.
Previous
Local LLMs: Ollama
Next
Prompt engineering"
Visualizing_Charts_with_Excel.md,"Visualizing Charts with Excel
-------------------------------------------------------------------------------------------------
[](https://youtu.be/sORnCj52COw?t=1813s)
Previous
Visualizing Network Data with Kumu
Next
Data Visualization with Seaborn"
Data_Visualization_with_Seaborn.md,"Data Visualization with Seaborn
-------------------------------------------------------------------------------------------------------
Seaborn is a data visualization library for Python. It’s based on Matplotlib but a bit easier to use, and a bit prettier.
[](https://youtu.be/6GUZXDef2U0)
Previous
Visualizing Charts with Excel
Next
Data Visualization with ChatGPT"
Visualizing_Animated_Data_with_PowerPoint.md,"Visualizing Animated Data with PowerPoint
-------------------------------------------------------------------------------------------------------------------------------------
[](https://youtu.be/umHlPDFVWr0)
 How to make a bar chart race in PowerPoint
Previous
Visualizing Forecasts with Excel
Next
Visualizing Animated Data with Flourish"
Terminal__Bash.md,"Terminal: Bash
-----------------------------------------
UNIX shells are the de facto standard in the data science world and Bash is the most popular.
This is available by default on Mac and Linux.
On Windows, install Git Bash or WSL to get a UNIX shell.
Watch this video to install WSL (12 min).
[](https://youtu.be/X-DHaQLrBi8)
Watch this video to understand the basics of Bash and UNIX shell commands (75 min).
[](https://youtu.be/oxuRxtrO2Ag)
Essential Commands:
File Operations
ls -la               List all files with details
cd path/to/dir       Change directory
pwd                  Print working directory
cp source dest       Copy files
mv source dest       Move/rename files
rm -rf dir           Remove directory recursively
Text Processing
grep ""pattern"" file  Search for pattern
sed 's/old/new/' f   Replace text
awk '{print $1}' f   Process text by columns
cat file | wc -l     Count lines
Process Management
ps aux               List processes
kill -9 PID          Force kill process
top                  Monitor processes
htop                 Interactive process viewer
Network
curl url             HTTP requests
wget url             Download files
nc -zv host port     Test connectivity
ssh user@host        Remote login
Count unique values in CSV column
cut -d',' -f1 data.csv | sort | uniq -c
Quick data analysis
awk -F',' '{sum+=$2} END {print sum/NR}' data.csv  Average
sort -t',' -k2 -n data.csv | head                  Top 10
Monitor log in real-time
tail -f log.txt | grep --color 'ERROR'Copy to clipboardErrorCopied
Bash Scripting Essentials:
!/bin/bash
Variables
NAME=""value""
echo $NAME
Loops
for i in {1..5}; do
    echo $i
done
Conditionals
if [ -f ""file.txt"" ]; then
    echo ""File exists""
fi
Functions
processdata() {
    local input=$1
    echo ""Processing $input""
}Copy to clipboardErrorCopied
Productivity Tips:
1. Command History
   
   history         Show command history
   Ctrl+R         Search history
   !!             Repeat last command
   !$             Last argumentCopy to clipboardErrorCopied
   
2. Directory Navigation
   
   pushd dir      Push directory to stack
   popd           Pop directory from stack
   cd -           Go to previous directoryCopy to clipboardErrorCopied
   
3. Job Control
   
   command &      Run in background
   Ctrl+Z         Suspend process
   bg             Resume in background
   fg             Resume in foregroundCopy to clipboardErrorCopied
   
4. Useful Aliases - typically added to ~/.bashrc
   
   alias ll='ls -la'
   alias gs='git status'
   alias jupyter='jupyter notebook'
   alias activate='source venv/bin/activate'Copy to clipboardErrorCopied
   
Previous
JSON
Next
AI Terminal Tools: llm"
RAWgraphs.md,"RAWgraphs
-------------------------------------
[](https://youtu.be/2TtYlty-M5g)
 RAWgraphs
 How to make Alluvial Diagram
 How to make Sankey Diagram
 How to make Beeswarm Plot
 How to make Bump Chart
 How to make Circle Packing
 How to make Treemap
 How to make Streamgraph
 How to make Sunburst Diagram
 How to make Voronoi Diagram
 How to make Hexagonal Binning
Previous
Actor Network Visualization
Next
Data Storytelling"
